original_name,clean_name,category,weight,unit,pack_size,packaging_type,old_edge_case,new_edge_case,description
Mì Tô Shin 114g (Bát),Mì Tô Shin,Thực phẩm ăn liền,114.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Mì cân lẩu và xào Việt Nam (Gói),Mì cân lẩu và xào Việt Nam,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
Mũ ủ tóc khô Lensy (Cái),Mũ ủ tóc khô Lensy,Chăm sóc cá nhân khác,,,,,No Weight,No Weight,Không có weight/volume trong tên
Mật ong hoa rừng 375ml (Lọ),Mật ong hoa rừng,"Yến mạch, ngũ cốc dinh dưỡng",375.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
"Mực Cán Tẩm Vị 0,25Kg (Hộp)",Mực Cán Tẩm Vị,"Snack, đồ ăn vặt",0.25,kg,,,No Weight,Standard,Không có weight/volume trong tên
Mực cán tẩm Damex (Gói),Mực cán tẩm Damex,"Snack, đồ ăn vặt",,,,,No Weight,No Weight,Không có weight/volume trong tên
Mỳ trộn tương đen koreno chajang (Ly),Mỳ trộn tương đen koreno chajang,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
Mỳ xào hương vị bò bulgogi pho mai cay Koreno (Ly),Mỳ xào hương vị bò bulgogi pho mai cay Koreno,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
NRC SUTIKI Hương quế 3.6KG (Can),NRC SUTIKI Hương quế,Vệ sinh nhà cửa,3.6,kg,,,No Weight,Standard,Không có weight/volume trong tên
NUTRIBOOST PET SF STRAWBERRY ENHANC Dâu 1L6 (Cái),NUTRIBOOST PET SF STRAWBERRY ENHANC Dâu 1L6,Nước ngọt,,,,,No Weight,No Weight,Không có weight/volume trong tên
Nước Gạo Rang TH True Rice 300ml (Chai),Nước Gạo Rang TH True Rice,Nước ngọt,300.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Nước chấm ngon Ông Tây 15 chai nhựa 900ml (Chai),Nước chấm ngon Ông Tây nhựa,"Nước chấm, mắm",900.0,ml,15,chai,No Weight,Standard,Không có weight/volume trong tên
Nước giặt xả Zesty Clean Hương Huyền Bí 3.2Kg (Túi),Nước giặt xả Zesty Clean Hương Huyền Bí,Giặt giũ và chăm sóc quần áo,3.2,kg,,,No Weight,Standard,Không có weight/volume trong tên
Nước giặt xả Zesty Clean Hương Ngàn Hoa 3.2Kg (Túi),Nước giặt xả Zesty Clean Hương Ngàn Hoa,Giặt giũ và chăm sóc quần áo,3.2,kg,,,No Weight,Standard,Không có weight/volume trong tên
Nước giặt xả Zesty Clean Hương Đại Dương 3.2Kg (Túi),Nước giặt xả Zesty Clean Hương Đại Dương,Giặt giũ và chăm sóc quần áo,3.2,kg,,,No Weight,Standard,Không có weight/volume trong tên
Nước giặt xả baby zesty 1KG (Chai),Nước giặt xả baby zesty,Giặt giũ và chăm sóc quần áo,1.0,kg,,,No Weight,Standard,Không có weight/volume trong tên
Nước hoa mini (Lọ),Nước hoa mini,Chăm sóc cá nhân khác,,,,,No Weight,No Weight,Không có weight/volume trong tên
Nước hoa xịt phòng PureAir hương hoa hồng (Cái),Nước hoa xịt phòng PureAir hương hoa hồng,Vệ sinh nhà cửa,,,,,No Weight,No Weight,Không có weight/volume trong tên
Nước khoáng Lavie 0.35L (Chai),Nước khoáng Lavie,Nước ngọt,0.35,l,,,No Weight,Standard,Không có weight/volume trong tên
Nước khoáng Lavie 0.5L (Chai),Nước khoáng Lavie,Nước ngọt,0.5,l,,,No Weight,Standard,Không có weight/volume trong tên
Nước khoáng Lavie 1.5L (Chai),Nước khoáng Lavie,Nước ngọt,1.5,l,,,No Weight,Standard,Không có weight/volume trong tên
Nước tăng lực Redbull (Lon),Nước tăng lực Redbull,Nước ngọt,,,,,No Weight,No Weight,Không có weight/volume trong tên
Nước xả Downy đam mê 2.5L(Túi),Nước xả Downy đam mê,Giặt giũ và chăm sóc quần áo,2.5,l,,,No Weight,Standard,Không có weight/volume trong tên
Nước xả Downy nắng mai crown 2.6L(Túi),Nước xả Downy nắng mai crown,Giặt giũ và chăm sóc quần áo,2.6,l,,,No Weight,Standard,Không có weight/volume trong tên
OREO BANH QUY SOCOLA 64.4g (Thỏi),OREO BANH QUY SOCOLA,Bánh,64.4,g,,,No Weight,Standard,Không có weight/volume trong tên
OREO BANH QUY VANI 64.4g (Thỏi),OREO BANH QUY VANI,Bánh,64.4,g,,,No Weight,Standard,Không có weight/volume trong tên
OST Bánh Ostar TựNhiên 35g (Gói),OST Bánh Ostar TựNhiên,Bánh,35.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Oreo Vanilla Activation 110.4g (Cái),Oreo Vanilla Activation,Bánh,110.4,g,,,No Weight,Standard,Không có weight/volume trong tên
P/S BC Bảo Vệ 123  (Cây),P/S BC Bảo Vệ 123,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
P/S BC Muối Hồng (Cái),P/S BC Muối Hồng,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
P/S BC Trẻ Em Từ 7 Tuổi (Vỉ),P/S BC Trẻ Em Từ 7 Tuổi,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
P/S BCĐR Than Bạc  (Cây),P/S BCĐR Than Bạc,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Pate cô Kim Loan (Hộp),Pate cô Kim Loan,Thực phẩm chế biến sẵn,,,,,No Weight,No Weight,Không có weight/volume trong tên
Pepsi Black Chanh Lon 320ml (Lon),Pepsi Black Chanh Lon,Nước ngọt,320.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Pepsi Chai nhựa 1500ml (Chai),Pepsi Chai nhựa,Nước ngọt,1500.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Pepsi Lon 235ml (Lon),Pepsi Lon,Nước ngọt,235.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Pepsi Lon 320ml (Lon),Pepsi Lon,Nước ngọt,320.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Pho mai que Era  14c (Hộp),Pho mai que Era 14c,Thực phẩm đông lạnh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Phomai Mozza bào kg (Gói),Phomai Mozza bào kg,Thực phẩm đông lạnh,,,,,No Weight,No Weight,Không có weight/volume trong tên
Phong bì Keo dán sẵn (TẬP),Phong bì Keo dán sẵn,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Phong bì loại ít (Túi),Phong bì loại ít,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Pin Panasonic 2A vỉ 4 viên (Vỉ),Pin Panasonic 2A vỉ 4 viên,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Pin Panasonic R6DT/4S-AA (Vỉ),Pin Panasonic R6DT/4S-AA,Chăm sóc nhà cửa khác,,,,,No Weight,No Weight,Không có weight/volume trong tên
Pin Panasonic hyper LP (ĐÔI),Pin Panasonic hyper LP,Chăm sóc nhà cửa khác,,,,,No Weight,No Weight,Không có weight/volume trong tên
Pin con thỏ vỉ AA 4 viên (Vỉ),Pin con thỏ vỉ AA 4 viên,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Poca Banh Phong Tom 29g (Gói),Poca Banh Phong Tom,"Snack, đồ ăn vặt",29.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Poca Dau phong da ca Nuoc cot dua 28g (Gói),Poca Dau phong da ca Nuoc cot dua,"Snack, đồ ăn vặt",28.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Poca Snack Hinh Cua vi Tao Bien Nori 30g (Gói),Poca Snack Hinh Cua vi Tao Bien Nori,"Snack, đồ ăn vặt",30.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Poca Snack Hinh Cua vi Thit Nuong BBQ 30g (Gói),Poca Snack Hinh Cua vi Thit Nuong BBQ,"Snack, đồ ăn vặt",30.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Poca vi Bo Luc Lac Promo 30g (Gói),Poca vi Bo Luc Lac Promo,"Snack, đồ ăn vặt",30.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Poca vi Ga Quay Da Gion Promo 30g (Gói),Poca vi Ga Quay Da Gion Promo,"Snack, đồ ăn vặt",30.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Poca vi Muc Cay Dac Biet Promo 30g (Gói),Poca vi Muc Cay Dac Biet Promo,"Snack, đồ ăn vặt",30.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Rổ hoa quả ovan 1066CC (Cái),Rổ hoa quả ovan 1066CC,Hàng Khuyến Mãi,,,,,No Weight,No Weight,Không có weight/volume trong tên
Rổ trái cây viola (Cái),Rổ trái cây viola,Hàng Khuyến Mãi,,,,,No Weight,No Weight,Không có weight/volume trong tên
SHIKA BÁNH MÌ TƯƠI KEM SỮA CHUA (Gói),SHIKA BÁNH MÌ TƯƠI KEM SỮA CHUA,,,,,,No Weight,No Weight,Không có weight/volume trong tên
SLIDE-CHEESE 145g (Cái),SLIDE-CHEESE,Bánh,145.0,g,,,No Weight,Standard,Không có weight/volume trong tên
SON NIVEA DUONG AM 4.8g (Thỏi),SON NIVEA DUONG AM,Mỹ phẩm và dụng cụ làm đẹp,4.8,g,,,No Weight,Standard,Không có weight/volume trong tên
SRM NIVEA MEN EXT.BRIGHT MUD 100g (Tuýp),SRM NIVEA MEN EXT.BRIGHT MUD,Chăm sóc da mặt,100.0,g,,,No Weight,Standard,Không có weight/volume trong tên
STC Dâu Mistori 110ml (hộp),STC Dâu Mistori,Sữa nước các loại,110.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
STTT Có đường TH True Milk 1L (Hộp),STTT Có đường TH True Milk,Sữa nước các loại,1.0,l,,,No Weight,Standard,Không có weight/volume trong tên
STTT Nguyên chất TH True Milk 1L (Hộp),STTT Nguyên chất TH True Milk,Sữa nước các loại,1.0,l,,,No Weight,Standard,Không có weight/volume trong tên
STTT Ít đường TH True Milk 1L  (Hộp),STTT Ít đường TH True Milk,Sữa nước các loại,1.0,l,,,No Weight,Standard,Không có weight/volume trong tên
SUTIKI NRC hương trà xanh túi 2.8Kg (Túi),SUTIKI NRC hương trà xanh túi,Vệ sinh nhà cửa,2.8,kg,,,No Weight,Standard,Không có weight/volume trong tên
Sauce xá xíu gói 70ml (Cái),Sauce xá xíu gói,Gia vị,70.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Set cơm lam thịt gác bếp (Set),Set cơm lam thịt gác bếp,Thực phẩm chế biến sẵn,,,,,No Weight,No Weight,Không có weight/volume trong tên
Slide Original 90g (Cái),Slide Original,Bánh,90.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Snack Lays Stax Khoai Tay Nuong vi Kem Chua va Hanh Tay 100g (Ống),Snack Lays Stax Khoai Tay Nuong vi Kem Chua va Hanh Tay,"Snack, đồ ăn vặt",100.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Snack Lays Stax Khoai Tay Nuong vi Muc Sot Cay 100g (Ống),Snack Lays Stax Khoai Tay Nuong vi Muc Sot Cay,"Snack, đồ ăn vặt",100.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Snack Lays Stax Khoai Tay Nuong vi Tom Hum Nuong ngũ vị 100g (Ống),Snack Lays Stax Khoai Tay Nuong vi Tom Hum Nuong ngũ vị,"Snack, đồ ăn vặt",100.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Snack Lays Stax Khoai Tay Nuong vi Tu Nhien 100g (Ống),Snack Lays Stax Khoai Tay Nuong vi Tu Nhien,"Snack, đồ ăn vặt",100.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Snack mái tôn (Gói),Snack mái tôn,,,,,,No Weight,No Weight,Không có weight/volume trong tên
Snack sò hành (Gói),Snack sò hành,,,,,,No Weight,No Weight,Không có weight/volume trong tên
St bloom xecxy (đỏ) (Chai),St bloom xecxy (đỏ),Chăm sóc cơ thể,,,,,No Weight,No Weight,Không có weight/volume trong tên
Sting Dâu tây đỏ Chai nhựa 330ml (Chai),Sting Dâu tây đỏ Chai nhựa,Nước ngọt,330.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Sting Vàng Chai nhựa 330ml (Chai),Sting Vàng Chai nhựa,Nước ngọt,330.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Sài gòn dưa lưới (Bao),Sài gòn dưa lưới,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Sài gòn đào (Bao),Sài gòn đào,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Sáp thơm AMBI  Hoa Hồng 180g (Hộp),Sáp thơm AMBI Hoa Hồng,Vệ sinh nhà cửa,180.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Sáp thơm AMBI  Oải Hương 180g (Hộp),Sáp thơm AMBI Oải Hương,Vệ sinh nhà cửa,180.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Sáp thơm AMBI  Thư giãn 180g (Hộp),Sáp thơm AMBI Thư giãn,Vệ sinh nhà cửa,180.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Sáp thơm Ambi  huyền bí 180g (Hộp),Sáp thơm Ambi huyền bí,Vệ sinh nhà cửa,180.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Sốt me chua ngọt (Cái),Sốt me chua ngọt,Gia vị,,,,,No Weight,No Weight,Không có weight/volume trong tên
Sốt Ướp Thịt BBQ (Cái),Sốt Ướp Thịt BBQ,Gia vị,,,,,No Weight,No Weight,Không có weight/volume trong tên
Sữa Nan Nga số 2 800g (Lon),Sữa Nan Nga số 2,Sữa bột,800.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Sữa hạnh nhân TH True NUT 180ml (Hộp),Sữa hạnh nhân TH True NUT,Sữa nước các loại,180.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Sữa tươi KĐ VNM 1L (Hộp),Sữa tươi KĐ VNM,Sữa nước các loại,1.0,l,,,No Weight,Standard,Không có weight/volume trong tên
TRÀ TẮC TỰ NHIÊN THTRUETEA 350ml (Chai),TRÀ TẮC TỰ NHIÊN THTRUETEA,Nước ngọt,350.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Tea+ Trà Ô Long Chai nhựa 450ml (Chai),Tea+ Trà Ô Long Chai nhựa,Nước ngọt,450.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Tea+ Trà Ô Long Chanh Chai nhựa 450ml (Chai),Tea+ Trà Ô Long Chanh Chai nhựa,Nước ngọt,450.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Thau Hasu 5.6 Tấc (Cái),Thau Hasu 5.6 Tấc,Hàng Khuyến Mãi,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thau hasu 3.2 Tấc (Cái),Thau hasu 3.2 Tấc,Hàng Khuyến Mãi,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc Sài Gòn bấm xoài (Bao),Thuốc Sài Gòn bấm xoài,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá 3 số (Bao),Thuốc lá 3 số,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Camel bấm TRà đen (Bao),Thuốc lá Camel bấm TRà đen,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Camel xanh vị dưa hấu 1 bấm (Bao),Thuốc lá Camel xanh vị dưa hấu 1 bấm,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Camel điếu nhỏ (Bao),Thuốc lá Camel điếu nhỏ,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Kent (Bao),Thuốc lá Kent,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Marlboro trắng (Bao),Thuốc lá Marlboro trắng,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Ngựa trắng (Bao),Thuốc lá Ngựa trắng,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Sài Gòn bạc hà xanh (Bao),Thuốc lá Sài Gòn bạc hà xanh,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Sài Gòn bạc trắng (Bao),Thuốc lá Sài Gòn bạc trắng,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Thăng Long Mềm (Bao),Thuốc lá Thăng Long Mềm,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Thăng Long bao cứng (Bao),Thuốc lá Thăng Long bao cứng,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Thăng Long bao dẹt (Bao),Thuốc lá Thăng Long bao dẹt,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thuốc lá Vinataba (Bao),Thuốc lá Vinataba,Gây Hại Sức Khỏe,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thước kẻ màu cực quang 30cm  (Chiếc),Thước kẻ màu cực quang 30cm,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thạch sữa chua natty túi 432g (Gói),Thạch sữa chua natty túi,"Mứt, thạch, rong biển",432.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Thịt chưng mắm tép (Hộp),Thịt chưng mắm tép,Thực phẩm chế biến sẵn,,,,,No Weight,No Weight,Không có weight/volume trong tên
Thịt khô bò miếng BMM 170g (Hộp),Thịt khô bò miếng BMM,"Snack, đồ ăn vặt",170.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Tipo Cracker Rau Củ Chà Bông 265g (Hộp),Tipo Cracker Rau Củ Chà Bông,Bánh,265.0,g,,,No Weight,Standard,Không có weight/volume trong tên
Tiêu (Kg),Tiêu,Gia vị,,,,,No Weight,No Weight,Không có weight/volume trong tên
Tiêu lọ (Lọ),Tiêu lọ,Gia vị,,,,,No Weight,No Weight,Không có weight/volume trong tên
Trà Cozy Nhúng Dâu (Hộp),Trà Cozy Nhúng Dâu,Trà,,,,,No Weight,No Weight,Không có weight/volume trong tên
Trứng gà 10 quả (Quả),Trứng gà 10 quả,Trứng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Trứng gà ăn liền Devi túi 10 quả - vị Cay (Quả),Trứng gà ăn liền Devi túi 10 quả - vị Cay,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
Trứng gà ăn liền Devi túi 10 quả - vị Thường (Quả),Trứng gà ăn liền Devi túi 10 quả - vị Thường,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
Trứng gà ăn liền Devi vị xì dầu túi 10 quả (Quả),Trứng gà ăn liền Devi vị xì dầu túi 10 quả,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
Trứng vịt 10 quả (Quả),Trứng vịt 10 quả,Trứng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Twister Cam Lon 320ml (Lon),Twister Cam Lon,Nước ngọt,320.0,ml,,,No Weight,Standard,Không có weight/volume trong tên
Táo Đỏ Thủy Tinh Bé (Lọ),Táo Đỏ Thủy Tinh Bé,"Hạt, trái cây sấy",,,,,No Weight,No Weight,Không có weight/volume trong tên
Tô giấy có nắp (Cái),Tô giấy có nắp,Dụng cụ phòng ăn và nhà bếp,,,,,No Weight,No Weight,Không có weight/volume trong tên
Túi Zipper người lớn 200 que (Túi),Túi Zipper người lớn 200 que,Chăm sóc cơ thể,,,,,No Weight,No Weight,Không có weight/volume trong tên
Túi rác Family Deli (Bịch),Túi rác Family Deli,Dụng cụ phòng ăn và nhà bếp,,,,,No Weight,No Weight,Không có weight/volume trong tên
Tăm chỉ nha khoa NAVI hộp 50 (Hộp),Tăm chỉ nha khoa NAVI hộp 50,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Tăm chỉ nha khoa NaVi túi 80 (Gói),Tăm chỉ nha khoa NaVi túi 80,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Tăm cục tròn (Cuộn),Tăm cục tròn,Chăm sóc răng miệng,,,,,No Weight,No Weight,Không có weight/volume trong tên
Tăm vip Á Đông (Gói),Tăm vip Á Đông,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
"Tương ớt pet 2,1 Kg (Chai)",Tương ớt pet,Gia vị,2.1,kg,,,No Weight,Standard,Không có weight/volume trong tên
Tẩy màu hình kem 71122 (Chiếc),Tẩy màu hình kem 71122,Văn phòng phẩm,,,,,No Weight,No Weight,Không có weight/volume trong tên
V10516 Mì Bò Hầm Lốc 8 (Gói),V10516 Mì Bò Hầm Lốc 8,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
V10523 Mì Ly Ăn Liền -Mì Xốt Tương Đen (Ly),V10523 Mì Ly Ăn Liền -Mì Xốt Tương Đen,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
V10529 MÌ LY ĂN LIỀN- MÌ YEUL CAY (Ly),V10529 MÌ LY ĂN LIỀN- MÌ YEUL CAY,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
V10531 MÌ LY ĂN LIỀN- MÌ KIM CHI (Ly),V10531 MÌ LY ĂN LIỀN- MÌ KIM CHI,Thực phẩm ăn liền,,,,,No Weight,No Weight,Không có weight/volume trong tên
